"chr" "start" "end" "sample" "super_pop" "width" "index"
"NA19819" "1" 12345135.9 14444408.1 "NA19819" "AFR_" "0.109999999403954" 1894
"NA19818" "1" 12345135.9 14444408.1 "NA19818" "AFR_" "0.109999999403954" 1895
"NA19713" "1" 12345135.9 14444408.1 "NA19713" "AFR_" "0.109999999403954" 1896
"NA19712" "1" 12345135.9 14444408.1 "NA19712" "AFR_" "0.109999999403954" 1897
"NA19711" "1" 12345135.9 14444408.1 "NA19711" "AFR_" "0.109999999403954" 1898
"NA19707" "1" 12345135.9 14444408.1 "NA19707" "AFR_" "0.109999999403954" 1899
"NA19704" "1" 12345135.9 14444408.1 "NA19704" "AFR_" "0.109999999403954" 1900
"NA19703" "1" 12345135.9 14444408.1 "NA19703" "AFR_" "0.109999999403954" 1901
"NA19701" "1" 12345135.9 14444408.1 "NA19701" "AFR_" "0.109999999403954" 1902
"NA19700" "1" 12345135.9 14444408.1 "NA19700" "AFR_" "0.109999999403954" 1903
"NA19625" "1" 12345135.9 14444408.1 "NA19625" "AFR_" "0.109999999403954" 1904
"NA19475" "1" 12345135.9 14444408.1 "NA19475" "AFR_" "0.109999999403954" 1905
"NA19474" "1" 12345135.9 14444408.1 "NA19474" "AFR_" "0.109999999403954" 1906
"NA19473" "1" 12345135.9 14444408.1 "NA19473" "AFR_" "0.109999999403954" 1907
"NA19472" "1" 12345135.9 14444408.1 "NA19472" "AFR_" "0.109999999403954" 1908
"NA19471" "1" 12345135.9 14444408.1 "NA19471" "AFR_" "0.109999999403954" 1909
"NA19468" "1" 12345135.9 14444408.1 "NA19468" "AFR_" "0.109999999403954" 1910
"NA19467" "1" 12345135.9 14444408.1 "NA19467" "AFR_" "0.109999999403954" 1911
"NA19466" "1" 12345135.9 14444408.1 "NA19466" "AFR_" "0.109999999403954" 1912
"NA19463" "1" 12345135.9 14444408.1 "NA19463" "AFR_" "0.109999999403954" 1913
"NA19462" "1" 12345135.9 14444408.1 "NA19462" "AFR_" "0.109999999403954" 1914
"NA19461" "1" 12345135.9 14444408.1 "NA19461" "AFR_" "0.109999999403954" 1915
"NA19457" "1" 12345135.9 14444408.1 "NA19457" "AFR_" "0.109999999403954" 1916
"NA19456" "1" 12345135.9 14444408.1 "NA19456" "AFR_" "0.109999999403954" 1917
"NA19455" "1" 12345135.9 14444408.1 "NA19455" "AFR_" "0.109999999403954" 1918
"NA19454" "1" 12345135.9 14444408.1 "NA19454" "AFR_" "0.109999999403954" 1919
"NA19452" "1" 12345135.9 14444408.1 "NA19452" "AFR_" "0.109999999403954" 1920
"NA19451" "1" 12345135.9 14444408.1 "NA19451" "AFR_" "0.109999999403954" 1921
"NA19449" "1" 12345135.9 14444408.1 "NA19449" "AFR_" "0.109999999403954" 1922
"NA19448" "1" 12345135.9 14444408.1 "NA19448" "AFR_" "0.109999999403954" 1923
"NA19446" "1" 12345135.9 14444408.1 "NA19446" "AFR_" "0.109999999403954" 1924
"NA19445" "1" 12345135.9 14444408.1 "NA19445" "AFR_" "0.109999999403954" 1925
"NA19443" "1" 12345135.9 14444408.1 "NA19443" "AFR_" "0.109999999403954" 1926
"NA19440" "1" 12345135.9 14444408.1 "NA19440" "AFR_" "0.109999999403954" 1927
"NA19439" "1" 12345135.9 14444408.1 "NA19439" "AFR_" "0.109999999403954" 1928
"NA19438" "1" 12345135.9 14444408.1 "NA19438" "AFR_" "0.109999999403954" 1929
"NA19437" "1" 12345135.9 14444408.1 "NA19437" "AFR_" "0.109999999403954" 1930
"NA19436" "1" 12345135.9 14444408.1 "NA19436" "AFR_" "0.109999999403954" 1931
"NA19435" "1" 12345135.9 14444408.1 "NA19435" "AFR_" "0.109999999403954" 1932
"NA19434" "1" 12345135.9 14444408.1 "NA19434" "AFR_" "0.109999999403954" 1933
"NA19431" "1" 12345135.9 14444408.1 "NA19431" "AFR_" "0.109999999403954" 1934
"NA19430" "1" 12345135.9 14444408.1 "NA19430" "AFR_" "0.109999999403954" 1935
"NA19429" "1" 12345135.9 14444408.1 "NA19429" "AFR_" "0.109999999403954" 1936
"NA19428" "1" 12345135.9 14444408.1 "NA19428" "AFR_" "0.109999999403954" 1937
"NA19404" "1" 12345135.9 14444408.1 "NA19404" "AFR_" "0.109999999403954" 1938
"NA19403" "1" 12345135.9 14444408.1 "NA19403" "AFR_" "0.109999999403954" 1939
"NA19401" "1" 12345135.9 14444408.1 "NA19401" "AFR_" "0.109999999403954" 1940
"NA19399" "1" 12345135.9 14444408.1 "NA19399" "AFR_" "0.109999999403954" 1941
"NA19397" "1" 12345135.9 14444408.1 "NA19397" "AFR_" "0.109999999403954" 1942
"NA19395" "1" 12345135.9 14444408.1 "NA19395" "AFR_" "0.109999999403954" 1943
"NA19394" "1" 12345135.9 14444408.1 "NA19394" "AFR_" "0.109999999403954" 1944
"NA19393" "1" 12345135.9 14444408.1 "NA19393" "AFR_" "0.109999999403954" 1945
"NA19391" "1" 12345135.9 14444408.1 "NA19391" "AFR_" "0.109999999403954" 1946
"NA19390" "1" 12345135.9 14444408.1 "NA19390" "AFR_" "0.109999999403954" 1947
"NA19385" "1" 12345135.9 14444408.1 "NA19385" "AFR_" "0.109999999403954" 1948
"NA19384" "1" 12345135.9 14444408.1 "NA19384" "AFR_" "0.109999999403954" 1949
"NA19383" "1" 12345135.9 14444408.1 "NA19383" "AFR_" "0.109999999403954" 1950
"NA19380" "1" 12345135.9 14444408.1 "NA19380" "AFR_" "0.109999999403954" 1951
"NA19379" "1" 12345135.9 14444408.1 "NA19379" "AFR_" "0.109999999403954" 1952
"NA19378" "1" 12345135.9 14444408.1 "NA19378" "AFR_" "0.109999999403954" 1953
"NA19377" "1" 12345135.9 14444408.1 "NA19377" "AFR_" "0.109999999403954" 1954
"NA19376" "1" 12345135.9 14444408.1 "NA19376" "AFR_" "0.109999999403954" 1955
"NA19375" "1" 12345135.9 14444408.1 "NA19375" "AFR_" "0.109999999403954" 1956
"NA19374" "1" 12345135.9 14444408.1 "NA19374" "AFR_" "0.109999999403954" 1957
"NA19372" "1" 12345135.9 14444408.1 "NA19372" "AFR_" "0.109999999403954" 1958
"NA19360" "1" 12345135.9 14444408.1 "NA19360" "AFR_" "0.109999999403954" 1959
"NA19355" "1" 12345135.9 14444408.1 "NA19355" "AFR_" "0.109999999403954" 1960
"NA19351" "1" 12345135.9 14444408.1 "NA19351" "AFR_" "0.109999999403954" 1961
"NA19350" "1" 12345135.9 14444408.1 "NA19350" "AFR_" "0.109999999403954" 1962
"NA19347" "1" 12345135.9 14444408.1 "NA19347" "AFR_" "0.109999999403954" 1963
"NA19346" "1" 12345135.9 14444408.1 "NA19346" "AFR_" "0.109999999403954" 1964
"NA19338" "1" 12345135.9 14444408.1 "NA19338" "AFR_" "0.109999999403954" 1965
"NA19334" "1" 12345135.9 14444408.1 "NA19334" "AFR_" "0.109999999403954" 1966
"NA19332" "1" 12345135.9 14444408.1 "NA19332" "AFR_" "0.109999999403954" 1967
"NA19331" "1" 12345135.9 14444408.1 "NA19331" "AFR_" "0.109999999403954" 1968
"NA19328" "1" 12345135.9 14444408.1 "NA19328" "AFR_" "0.109999999403954" 1969
"NA19327" "1" 12345135.9 14444408.1 "NA19327" "AFR_" "0.109999999403954" 1970
"NA19324" "1" 12345135.9 14444408.1 "NA19324" "AFR_" "0.109999999403954" 1971
"NA19323" "1" 12345135.9 14444408.1 "NA19323" "AFR_" "0.109999999403954" 1972
"NA19321" "1" 12345135.9 14444408.1 "NA19321" "AFR_" "0.109999999403954" 1973
"NA19320" "1" 12345135.9 14444408.1 "NA19320" "AFR_" "0.109999999403954" 1974
"NA19319" "1" 12345135.9 14444408.1 "NA19319" "AFR_" "0.109999999403954" 1975
"NA19318" "1" 12345135.9 14444408.1 "NA19318" "AFR_" "0.109999999403954" 1976
"NA19316" "1" 12345135.9 14444408.1 "NA19316" "AFR_" "0.109999999403954" 1977
"NA19315" "1" 12345135.9 14444408.1 "NA19315" "AFR_" "0.109999999403954" 1978
"NA19314" "1" 12345135.9 14444408.1 "NA19314" "AFR_" "0.109999999403954" 1979
"NA19312" "1" 12345135.9 14444408.1 "NA19312" "AFR_" "0.109999999403954" 1980
"NA19310" "1" 12345135.9 14444408.1 "NA19310" "AFR_" "0.109999999403954" 1981
"NA19309" "1" 12345135.9 14444408.1 "NA19309" "AFR_" "0.109999999403954" 1982
"NA19308" "1" 12345135.9 14444408.1 "NA19308" "AFR_" "0.109999999403954" 1983
"NA19307" "1" 12345135.9 14444408.1 "NA19307" "AFR_" "0.109999999403954" 1984
"NA19257" "1" 12345135.9 14444408.1 "NA19257" "AFR_" "0.109999999403954" 1985
"NA19256" "1" 12345135.9 14444408.1 "NA19256" "AFR_" "0.109999999403954" 1986
"NA19248" "1" 12345135.9 14444408.1 "NA19248" "AFR_" "0.109999999403954" 1987
"NA19247" "1" 12345135.9 14444408.1 "NA19247" "AFR_" "0.109999999403954" 1988
"NA19239" "1" 12345135.9 14444408.1 "NA19239" "AFR_" "0.109999999403954" 1989
"NA19238" "1" 12345135.9 14444408.1 "NA19238" "AFR_" "0.109999999403954" 1990
"NA19236" "1" 12345135.9 14444408.1 "NA19236" "AFR_" "0.109999999403954" 1991
"NA19235" "1" 12345135.9 14444408.1 "NA19235" "AFR_" "0.109999999403954" 1992
"NA19225" "1" 12345135.9 14444408.1 "NA19225" "AFR_" "0.109999999403954" 1993
"NA19223" "1" 12345135.9 14444408.1 "NA19223" "AFR_" "0.109999999403954" 1994
"NA19222" "1" 12345135.9 14444408.1 "NA19222" "AFR_" "0.109999999403954" 1995
"NA19214" "1" 12345135.9 14444408.1 "NA19214" "AFR_" "0.109999999403954" 1996
"NA19213" "1" 12345135.9 14444408.1 "NA19213" "AFR_" "0.109999999403954" 1997
"NA19210" "1" 12345135.9 14444408.1 "NA19210" "AFR_" "0.109999999403954" 1998
"NA19209" "1" 12345135.9 14444408.1 "NA19209" "AFR_" "0.109999999403954" 1999
"NA19207" "1" 12345135.9 14444408.1 "NA19207" "AFR_" "0.109999999403954" 2000
"NA19206" "1" 12345135.9 14444408.1 "NA19206" "AFR_" "0.109999999403954" 2001
"NA19204" "1" 12345135.9 14444408.1 "NA19204" "AFR_" "0.109999999403954" 2002
"NA19201" "1" 12345135.9 14444408.1 "NA19201" "AFR_" "0.109999999403954" 2003
"NA19200" "1" 12345135.9 14444408.1 "NA19200" "AFR_" "0.109999999403954" 2004
"NA19198" "1" 12345135.9 14444408.1 "NA19198" "AFR_" "0.109999999403954" 2005
"NA19197" "1" 12345135.9 14444408.1 "NA19197" "AFR_" "0.109999999403954" 2006
"NA19190" "1" 12345135.9 14444408.1 "NA19190" "AFR_" "0.109999999403954" 2007
"NA19189" "1" 12345135.9 14444408.1 "NA19189" "AFR_" "0.109999999403954" 2008
"NA19185" "1" 12345135.9 14444408.1 "NA19185" "AFR_" "0.109999999403954" 2009
"NA19184" "1" 12345135.9 14444408.1 "NA19184" "AFR_" "0.109999999403954" 2010
"NA19175" "1" 12345135.9 14444408.1 "NA19175" "AFR_" "0.109999999403954" 2011
"NA19172" "1" 12345135.9 14444408.1 "NA19172" "AFR_" "0.109999999403954" 2012
"NA19171" "1" 12345135.9 14444408.1 "NA19171" "AFR_" "0.109999999403954" 2013
"NA19160" "1" 12345135.9 14444408.1 "NA19160" "AFR_" "0.109999999403954" 2014
"NA19159" "1" 12345135.9 14444408.1 "NA19159" "AFR_" "0.109999999403954" 2015
"NA19153" "1" 12345135.9 14444408.1 "NA19153" "AFR_" "0.109999999403954" 2016
"NA19152" "1" 12345135.9 14444408.1 "NA19152" "AFR_" "0.109999999403954" 2017
"NA19149" "1" 12345135.9 14444408.1 "NA19149" "AFR_" "0.109999999403954" 2018
"NA19147" "1" 12345135.9 14444408.1 "NA19147" "AFR_" "0.109999999403954" 2019
"NA19146" "1" 12345135.9 14444408.1 "NA19146" "AFR_" "0.109999999403954" 2020
"NA19144" "1" 12345135.9 14444408.1 "NA19144" "AFR_" "0.109999999403954" 2021
"NA19143" "1" 12345135.9 14444408.1 "NA19143" "AFR_" "0.109999999403954" 2022
"NA19141" "1" 12345135.9 14444408.1 "NA19141" "AFR_" "0.109999999403954" 2023
"NA19138" "1" 12345135.9 14444408.1 "NA19138" "AFR_" "0.109999999403954" 2024
"NA19137" "1" 12345135.9 14444408.1 "NA19137" "AFR_" "0.109999999403954" 2025
"NA19131" "1" 12345135.9 14444408.1 "NA19131" "AFR_" "0.109999999403954" 2026
"NA19130" "1" 12345135.9 14444408.1 "NA19130" "AFR_" "0.109999999403954" 2027
"NA19129" "1" 12345135.9 14444408.1 "NA19129" "AFR_" "0.109999999403954" 2028
"NA19121" "1" 12345135.9 14444408.1 "NA19121" "AFR_" "0.109999999403954" 2029
"NA19119" "1" 12345135.9 14444408.1 "NA19119" "AFR_" "0.109999999403954" 2030
"NA19118" "1" 12345135.9 14444408.1 "NA19118" "AFR_" "0.109999999403954" 2031
"NA19117" "1" 12345135.9 14444408.1 "NA19117" "AFR_" "0.109999999403954" 2032
"NA19116" "1" 12345135.9 14444408.1 "NA19116" "AFR_" "0.109999999403954" 2033
"NA19114" "1" 12345135.9 14444408.1 "NA19114" "AFR_" "0.109999999403954" 2034
"NA19113" "1" 12345135.9 14444408.1 "NA19113" "AFR_" "0.109999999403954" 2035
"NA19108" "1" 12345135.9 14444408.1 "NA19108" "AFR_" "0.109999999403954" 2036
"NA19107" "1" 12345135.9 14444408.1 "NA19107" "AFR_" "0.109999999403954" 2037
"NA19102" "1" 12345135.9 14444408.1 "NA19102" "AFR_" "0.109999999403954" 2038
"NA19099" "1" 12345135.9 14444408.1 "NA19099" "AFR_" "0.109999999403954" 2039
"NA19098" "1" 12345135.9 14444408.1 "NA19098" "AFR_" "0.109999999403954" 2040
"NA19096" "1" 12345135.9 14444408.1 "NA19096" "AFR_" "0.109999999403954" 2041
"NA19095" "1" 12345135.9 14444408.1 "NA19095" "AFR_" "0.109999999403954" 2042
"NA19093" "1" 12345135.9 14444408.1 "NA19093" "AFR_" "0.109999999403954" 2043
"NA19092" "1" 12345135.9 14444408.1 "NA19092" "AFR_" "0.109999999403954" 2044
"NA19043" "1" 12345135.9 14444408.1 "NA19043" "AFR_" "0.109999999403954" 2045
"NA19042" "1" 12345135.9 14444408.1 "NA19042" "AFR_" "0.109999999403954" 2046
"NA19041" "1" 12345135.9 14444408.1 "NA19041" "AFR_" "0.109999999403954" 2047
"NA19038" "1" 12345135.9 14444408.1 "NA19038" "AFR_" "0.109999999403954" 2048
"NA19037" "1" 12345135.9 14444408.1 "NA19037" "AFR_" "0.109999999403954" 2049
"NA19036" "1" 12345135.9 14444408.1 "NA19036" "AFR_" "0.109999999403954" 2050
"NA19035" "1" 12345135.9 14444408.1 "NA19035" "AFR_" "0.109999999403954" 2051
"NA19031" "1" 12345135.9 14444408.1 "NA19031" "AFR_" "0.109999999403954" 2052
"NA19030" "1" 12345135.9 14444408.1 "NA19030" "AFR_" "0.109999999403954" 2053
"NA19028" "1" 12345135.9 14444408.1 "NA19028" "AFR_" "0.109999999403954" 2054
"NA19027" "1" 12345135.9 14444408.1 "NA19027" "AFR_" "0.109999999403954" 2055
"NA19026" "1" 12345135.9 14444408.1 "NA19026" "AFR_" "0.109999999403954" 2056
"NA19025" "1" 12345135.9 14444408.1 "NA19025" "AFR_" "0.109999999403954" 2057
"NA19024" "1" 12345135.9 14444408.1 "NA19024" "AFR_" "0.109999999403954" 2058
"NA19023" "1" 12345135.9 14444408.1 "NA19023" "AFR_" "0.109999999403954" 2059
"NA19020" "1" 12345135.9 14444408.1 "NA19020" "AFR_" "0.109999999403954" 2060
"NA19019" "1" 12345135.9 14444408.1 "NA19019" "AFR_" "0.109999999403954" 2061
"NA19017" "1" 12345135.9 14444408.1 "NA19017" "AFR_" "0.109999999403954" 2062
"NA18934" "1" 12345135.9 14444408.1 "NA18934" "AFR_" "0.109999999403954" 2063
"NA18933" "1" 12345135.9 14444408.1 "NA18933" "AFR_" "0.109999999403954" 2064
"NA18924" "1" 12345135.9 14444408.1 "NA18924" "AFR_" "0.109999999403954" 2065
"NA18923" "1" 12345135.9 14444408.1 "NA18923" "AFR_" "0.109999999403954" 2066
"NA18917" "1" 12345135.9 14444408.1 "NA18917" "AFR_" "0.109999999403954" 2067
"NA18916" "1" 12345135.9 14444408.1 "NA18916" "AFR_" "0.109999999403954" 2068
"NA18915" "1" 12345135.9 14444408.1 "NA18915" "AFR_" "0.109999999403954" 2069
"NA18912" "1" 12345135.9 14444408.1 "NA18912" "AFR_" "0.109999999403954" 2070
"NA18910" "1" 12345135.9 14444408.1 "NA18910" "AFR_" "0.109999999403954" 2071
"NA18909" "1" 12345135.9 14444408.1 "NA18909" "AFR_" "0.109999999403954" 2072
"NA18908" "1" 12345135.9 14444408.1 "NA18908" "AFR_" "0.109999999403954" 2073
"NA18907" "1" 12345135.9 14444408.1 "NA18907" "AFR_" "0.109999999403954" 2074
"NA18881" "1" 12345135.9 14444408.1 "NA18881" "AFR_" "0.109999999403954" 2075
"NA18879" "1" 12345135.9 14444408.1 "NA18879" "AFR_" "0.109999999403954" 2076
"NA18878" "1" 12345135.9 14444408.1 "NA18878" "AFR_" "0.109999999403954" 2077
"NA18877" "1" 12345135.9 14444408.1 "NA18877" "AFR_" "0.109999999403954" 2078
"NA18876" "1" 12345135.9 14444408.1 "NA18876" "AFR_" "0.109999999403954" 2079
"NA18874" "1" 12345135.9 14444408.1 "NA18874" "AFR_" "0.109999999403954" 2080
"NA18873" "1" 12345135.9 14444408.1 "NA18873" "AFR_" "0.109999999403954" 2081
"NA18871" "1" 12345135.9 14444408.1 "NA18871" "AFR_" "0.109999999403954" 2082
"NA18870" "1" 12345135.9 14444408.1 "NA18870" "AFR_" "0.109999999403954" 2083
"NA18868" "1" 12345135.9 14444408.1 "NA18868" "AFR_" "0.109999999403954" 2084
"NA18867" "1" 12345135.9 14444408.1 "NA18867" "AFR_" "0.109999999403954" 2085
"NA18865" "1" 12345135.9 14444408.1 "NA18865" "AFR_" "0.109999999403954" 2086
"NA18864" "1" 12345135.9 14444408.1 "NA18864" "AFR_" "0.109999999403954" 2087
"NA18861" "1" 12345135.9 14444408.1 "NA18861" "AFR_" "0.109999999403954" 2088
"NA18858" "1" 12345135.9 14444408.1 "NA18858" "AFR_" "0.109999999403954" 2089
"NA18856" "1" 12345135.9 14444408.1 "NA18856" "AFR_" "0.109999999403954" 2090
"NA18853" "1" 12345135.9 14444408.1 "NA18853" "AFR_" "0.109999999403954" 2091
"NA18523" "1" 12345135.9 14444408.1 "NA18523" "AFR_" "0.109999999403954" 2092
"NA18522" "1" 12345135.9 14444408.1 "NA18522" "AFR_" "0.109999999403954" 2093
"NA18520" "1" 12345135.9 14444408.1 "NA18520" "AFR_" "0.109999999403954" 2094
"NA18519" "1" 12345135.9 14444408.1 "NA18519" "AFR_" "0.109999999403954" 2095
"NA18517" "1" 12345135.9 14444408.1 "NA18517" "AFR_" "0.109999999403954" 2096
"NA18516" "1" 12345135.9 14444408.1 "NA18516" "AFR_" "0.109999999403954" 2097
"NA18511" "1" 12345135.9 14444408.1 "NA18511" "AFR_" "0.109999999403954" 2098
"NA18510" "1" 12345135.9 14444408.1 "NA18510" "AFR_" "0.109999999403954" 2099
"NA18508" "1" 12345135.9 14444408.1 "NA18508" "AFR_" "0.109999999403954" 2100
"NA18507" "1" 12345135.9 14444408.1 "NA18507" "AFR_" "0.109999999403954" 2101
"NA18505" "1" 12345135.9 14444408.1 "NA18505" "AFR_" "0.109999999403954" 2102
"NA18504" "1" 12345135.9 14444408.1 "NA18504" "AFR_" "0.109999999403954" 2103
"NA18502" "1" 12345135.9 14444408.1 "NA18502" "AFR_" "0.109999999403954" 2104
"NA18501" "1" 12345135.9 14444408.1 "NA18501" "AFR_" "0.109999999403954" 2105
"NA18499" "1" 12345135.9 14444408.1 "NA18499" "AFR_" "0.109999999403954" 2106
"NA18498" "1" 12345135.9 14444408.1 "NA18498" "AFR_" "0.109999999403954" 2107
"NA18489" "1" 12345135.9 14444408.1 "NA18489" "AFR_" "0.109999999403954" 2108
"NA18488" "1" 12345135.9 14444408.1 "NA18488" "AFR_" "0.109999999403954" 2109
"NA18486" "1" 12345135.9 14444408.1 "NA18486" "AFR_" "0.109999999403954" 2110
"HG03583" "1" 12345135.9 14444408.1 "HG03583" "AFR_" "0.109999999403954" 2111
"HG03578" "1" 12345135.9 14444408.1 "HG03578" "AFR_" "0.109999999403954" 2112
"HG03577" "1" 12345135.9 14444408.1 "HG03577" "AFR_" "0.109999999403954" 2113
"HG03575" "1" 12345135.9 14444408.1 "HG03575" "AFR_" "0.109999999403954" 2114
"HG03572" "1" 12345135.9 14444408.1 "HG03572" "AFR_" "0.109999999403954" 2115
"HG03571" "1" 12345135.9 14444408.1 "HG03571" "AFR_" "0.109999999403954" 2116
"HG03567" "1" 12345135.9 14444408.1 "HG03567" "AFR_" "0.109999999403954" 2117
"HG03565" "1" 12345135.9 14444408.1 "HG03565" "AFR_" "0.109999999403954" 2118
"HG03563" "1" 12345135.9 14444408.1 "HG03563" "AFR_" "0.109999999403954" 2119
"HG03559" "1" 12345135.9 14444408.1 "HG03559" "AFR_" "0.109999999403954" 2120
"HG03558" "1" 12345135.9 14444408.1 "HG03558" "AFR_" "0.109999999403954" 2121
"HG03557" "1" 12345135.9 14444408.1 "HG03557" "AFR_" "0.109999999403954" 2122
"HG03556" "1" 12345135.9 14444408.1 "HG03556" "AFR_" "0.109999999403954" 2123
"HG03548" "1" 12345135.9 14444408.1 "HG03548" "AFR_" "0.109999999403954" 2124
"HG03547" "1" 12345135.9 14444408.1 "HG03547" "AFR_" "0.109999999403954" 2125
"HG03539" "1" 12345135.9 14444408.1 "HG03539" "AFR_" "0.109999999403954" 2126
"HG03538" "1" 12345135.9 14444408.1 "HG03538" "AFR_" "0.109999999403954" 2127
"HG03521" "1" 12345135.9 14444408.1 "HG03521" "AFR_" "0.109999999403954" 2128
"HG03520" "1" 12345135.9 14444408.1 "HG03520" "AFR_" "0.109999999403954" 2129
"HG03518" "1" 12345135.9 14444408.1 "HG03518" "AFR_" "0.109999999403954" 2130
"HG03517" "1" 12345135.9 14444408.1 "HG03517" "AFR_" "0.109999999403954" 2131
"HG03515" "1" 12345135.9 14444408.1 "HG03515" "AFR_" "0.109999999403954" 2132
"HG03514" "1" 12345135.9 14444408.1 "HG03514" "AFR_" "0.109999999403954" 2133
"HG03511" "1" 12345135.9 14444408.1 "HG03511" "AFR_" "0.109999999403954" 2134
"HG03499" "1" 12345135.9 14444408.1 "HG03499" "AFR_" "0.109999999403954" 2135
"HG03485" "1" 12345135.9 14444408.1 "HG03485" "AFR_" "0.109999999403954" 2136
"HG03484" "1" 12345135.9 14444408.1 "HG03484" "AFR_" "0.109999999403954" 2137
"HG03479" "1" 12345135.9 14444408.1 "HG03479" "AFR_" "0.109999999403954" 2138
"HG03478" "1" 12345135.9 14444408.1 "HG03478" "AFR_" "0.109999999403954" 2139
"HG03476" "1" 12345135.9 14444408.1 "HG03476" "AFR_" "0.109999999403954" 2140
"HG03473" "1" 12345135.9 14444408.1 "HG03473" "AFR_" "0.109999999403954" 2141
"HG03472" "1" 12345135.9 14444408.1 "HG03472" "AFR_" "0.109999999403954" 2142
"HG03470" "1" 12345135.9 14444408.1 "HG03470" "AFR_" "0.109999999403954" 2143
"HG03469" "1" 12345135.9 14444408.1 "HG03469" "AFR_" "0.109999999403954" 2144
"HG03464" "1" 12345135.9 14444408.1 "HG03464" "AFR_" "0.109999999403954" 2145
"HG03461" "1" 12345135.9 14444408.1 "HG03461" "AFR_" "0.109999999403954" 2146
"HG03460" "1" 12345135.9 14444408.1 "HG03460" "AFR_" "0.109999999403954" 2147
"HG03458" "1" 12345135.9 14444408.1 "HG03458" "AFR_" "0.109999999403954" 2148
"HG03457" "1" 12345135.9 14444408.1 "HG03457" "AFR_" "0.109999999403954" 2149
"HG03455" "1" 12345135.9 14444408.1 "HG03455" "AFR_" "0.109999999403954" 2150
"HG03452" "1" 12345135.9 14444408.1 "HG03452" "AFR_" "0.109999999403954" 2151
"HG03451" "1" 12345135.9 14444408.1 "HG03451" "AFR_" "0.109999999403954" 2152
"HG03449" "1" 12345135.9 14444408.1 "HG03449" "AFR_" "0.109999999403954" 2153
"HG03446" "1" 12345135.9 14444408.1 "HG03446" "AFR_" "0.109999999403954" 2154
"HG03445" "1" 12345135.9 14444408.1 "HG03445" "AFR_" "0.109999999403954" 2155
"HG03442" "1" 12345135.9 14444408.1 "HG03442" "AFR_" "0.109999999403954" 2156
"HG03439" "1" 12345135.9 14444408.1 "HG03439" "AFR_" "0.109999999403954" 2157
"HG03437" "1" 12345135.9 14444408.1 "HG03437" "AFR_" "0.109999999403954" 2158
"HG03436" "1" 12345135.9 14444408.1 "HG03436" "AFR_" "0.109999999403954" 2159
"HG03433" "1" 12345135.9 14444408.1 "HG03433" "AFR_" "0.109999999403954" 2160
"HG03432" "1" 12345135.9 14444408.1 "HG03432" "AFR_" "0.109999999403954" 2161
"HG03428" "1" 12345135.9 14444408.1 "HG03428" "AFR_" "0.109999999403954" 2162
"HG03419" "1" 12345135.9 14444408.1 "HG03419" "AFR_" "0.109999999403954" 2163
"HG03410" "1" 12345135.9 14444408.1 "HG03410" "AFR_" "0.109999999403954" 2164
"HG03401" "1" 12345135.9 14444408.1 "HG03401" "AFR_" "0.109999999403954" 2165
"HG03397" "1" 12345135.9 14444408.1 "HG03397" "AFR_" "0.109999999403954" 2166
"HG03394" "1" 12345135.9 14444408.1 "HG03394" "AFR_" "0.109999999403954" 2167
"HG03391" "1" 12345135.9 14444408.1 "HG03391" "AFR_" "0.109999999403954" 2168
"HG03388" "1" 12345135.9 14444408.1 "HG03388" "AFR_" "0.109999999403954" 2169
"HG03385" "1" 12345135.9 14444408.1 "HG03385" "AFR_" "0.109999999403954" 2170
"HG03382" "1" 12345135.9 14444408.1 "HG03382" "AFR_" "0.109999999403954" 2171
"HG03380" "1" 12345135.9 14444408.1 "HG03380" "AFR_" "0.109999999403954" 2172
"HG03378" "1" 12345135.9 14444408.1 "HG03378" "AFR_" "0.109999999403954" 2173
"HG03376" "1" 12345135.9 14444408.1 "HG03376" "AFR_" "0.109999999403954" 2174
"HG03372" "1" 12345135.9 14444408.1 "HG03372" "AFR_" "0.109999999403954" 2175
"HG03370" "1" 12345135.9 14444408.1 "HG03370" "AFR_" "0.109999999403954" 2176
"HG03369" "1" 12345135.9 14444408.1 "HG03369" "AFR_" "0.109999999403954" 2177
"HG03367" "1" 12345135.9 14444408.1 "HG03367" "AFR_" "0.109999999403954" 2178
"HG03366" "1" 12345135.9 14444408.1 "HG03366" "AFR_" "0.109999999403954" 2179
"HG03363" "1" 12345135.9 14444408.1 "HG03363" "AFR_" "0.109999999403954" 2180
"HG03354" "1" 12345135.9 14444408.1 "HG03354" "AFR_" "0.109999999403954" 2181
"HG03352" "1" 12345135.9 14444408.1 "HG03352" "AFR_" "0.109999999403954" 2182
"HG03351" "1" 12345135.9 14444408.1 "HG03351" "AFR_" "0.109999999403954" 2183
"HG03343" "1" 12345135.9 14444408.1 "HG03343" "AFR_" "0.109999999403954" 2184
"HG03342" "1" 12345135.9 14444408.1 "HG03342" "AFR_" "0.109999999403954" 2185
"HG03313" "1" 12345135.9 14444408.1 "HG03313" "AFR_" "0.109999999403954" 2186
"HG03311" "1" 12345135.9 14444408.1 "HG03311" "AFR_" "0.109999999403954" 2187
"HG03304" "1" 12345135.9 14444408.1 "HG03304" "AFR_" "0.109999999403954" 2188
"HG03303" "1" 12345135.9 14444408.1 "HG03303" "AFR_" "0.109999999403954" 2189
"HG03301" "1" 12345135.9 14444408.1 "HG03301" "AFR_" "0.109999999403954" 2190
